Ward,Division,Address,latitude,longitude,Name,Building Accessibility,Parking Accessibility
40.0,15.0,63RD & ELMWOOD AVE,39.9240367406348,-75.2277250599895,MORTON SCHOOL,R,L
40.0,16.0,63RD & ELMWOOD AVE,39.9240367406348,-75.2277250599895,MORTON SCHOOL,R,L
40.0,17.0,66TH & ELMWOOD AVE,39.9213329302904,-75.2315651224897,TILDEN MIDDLE SCHOOL,M,L
40.0,18.0,63RD & ELMWOOD AVE,39.9240367406348,-75.2277250599895,MORTON SCHOOL,R,L
40.0,19.0,64TH & PASCHALL AVE,39.92543516331,-75.2318776732243,ROCHE POST AMERICAN LEGION,A,N
40.0,20.0,64TH & PASCHALL AVE,39.92543516331,-75.2318776732243,ROCHE POST AMERICAN LEGION,A,N
40.0,21.0,66TH & CHESTER AVE,39.9280253851052,-75.2394940113878,CATHARINE SCHOOL,M,L
40.0,22.0,70TH & BUIST AVE,39.9160371778681,-75.2360273390207,PATTERSON SCHOOL,N,N
40.0,23.0,66TH & CHESTER AVE,39.9280253851052,-75.2394940113878,CATHARINE SCHOOL,M,L
40.0,24.0,66TH & CHESTER AVE,39.9280253851052,-75.2394940113878,CATHARINE SCHOOL,M,L
40.0,25.0,66TH & REGENT STS,39.927482369627,-75.2388655789608,MC CREESH RECREATION CENTER,B,L
40.0,26.0,64TH & PASCHALL AVE,39.92543516331,-75.2318776732243,ROCHE POST AMERICAN LEGION,M,N
40.0,27.0,66TH & ELMWOOD AVE,39.9213329302904,-75.2315651224897,TILDEN MIDDLE SCHOOL,M,L
40.0,28.0,6250 EASTWICK AVE,39.9202052927123,-75.2220051447546,ROBERT BRADY VETERANS CENTER,M,N
40.0,29.0,69TH & GROVERS AVE,,,FINNEGAN RECREATION CENTER,M,L
40.0,30.0,8398 LINDBERGH BLVD,39.8976753480694,-75.2518667025302,ST PAULS AME CHURCH,M,H
40.0,31.0,70TH & BUIST AVE,39.9160371778681,-75.2360273390207,PATTERSON SCHOOL,N,N
40.0,32.0,2406 S 71ST ST,39.9166782784895,-75.2402182638892,ELMWOOD ROLLER RINK,M,L
40.0,33.0,6942 WOODLAND AVE,39.9204531691672,-75.2409170584138,PASCHALLVILLE LIBRARY,N,L
40.0,34.0,7043 WOODLAND AVE,39.9197774046821,-75.243042735057,GREATER HOPE MINISTRY,R,N
40.0,35.0,2500 S 77TH ST,39.9074402913732,-75.2478980148255,CIBOTTI RECREATION CENTER,F,L
40.0,36.0,2851 ISLAND AVE,39.9057111142862,-75.2401523856576,EASTWICK LIBRARY,R,L
40.0,37.0,7537 DICKENS PLACE,39.9099627680064,-75.2468316419597,RESIDENCE,R,N
40.0,38.0,80TH & MARS PLACE,39.9039645473493,-75.2504533540443,EASTWICK RECREATION CENTER,M,L
40.0,39.0,66TH & ELMWOOD AVE,39.9213329302904,-75.2315651224897,TILDEN MIDDLE SCHOOL,M,L
40.0,40.0,8398 LINDBERGH BLVD,39.8976753480694,-75.2518667025302,ST PAULS AME CHURCH,M,H
40.0,41.0,2535 S 73RD ST,39.9136468750742,-75.2407402950902,RESIDENCE,F,L
40.0,42.0,78TH & ESTE AVE,,,PENROSE SCHOOL,M,L
40.0,43.0,69TH & GROVERS AVE,,,FINNEGAN RECREATION CENTER,M,L
40.0,44.0,78TH & ESTE AVE,,,PENROSE SCHOOL,M,L
40.0,45.0,2500 S 77TH ST,39.9074402913732,-75.2478980148255,CIBOTTI RECREATION CENTER,F,L
40.0,46.0,69TH & GROVERS AVE,,,FINNEGAN RECREATION CENTER,M,L
40.0,47.0,6942 WOODLAND AVE,39.9204531691672,-75.2409170584138,PASCHALLVILLE LIBRARY,N,N
40.0,48.0,2851 ISLAND AVE,39.9057111142862,-75.2401523856576,EASTWICK LIBRARY,R,L
40.0,49.0,3049 S 74TH ST,39.9070316362092,-75.2354964346367,GARAGE,F,L
40.0,50.0,7199 BRANT PLACE,39.9106742724021,-75.2350534292957,UNICO VILLAGE OFFICE,M,L
40.0,51.0,69TH & GROVERS AVE,,,FINNEGAN RECREATION CENTER,M,L
41.0,1.0,TORRESDALE & CHELTENHAM AV,40.0155210266174,-75.063386010059,ES    MOSS RECREATION CENTER,F,N
41.0,2.0,TORRESDALE & CHELTENHAM AV,40.0155210266174,-75.063386010059,ES    MOSS RECREATION CENTER,F,N
41.0,3.0,TORRESDALE & CHELTENHAM AV,40.0155210266174,-75.063386010059,E     MOSS RECREATION CENTER,F,N
41.0,4.0,6179 HEGERMAN ST,40.0182669122854,-75.0548239969663,WISSINOMING AMBULANCE,M,L
41.0,5.0,JACKSON & VAN KIRK STS,40.0184066952597,-75.0636694926621,FIRE ENGINE CO # 52,M,L
41.0,6.0,TORRESDALE AVE & DEVEREAUX,40.0195055203467,-75.055687087931,AMERICAN LEGION REC CENTER,F,L
41.0,7.0,TORRESDALE AVE & DEVEREAUX,40.0195055203467,-75.055687087931,AMERICAN LEGION REC CENTER,F,L
41.0,8.0,6309 TORRESDALE AVE,40.0204904436452,-75.0530246579456,MC CULLOUGH UNION HALL,M,L
41.0,9.0,6101 JACKSON ST,40.0202943014659,-75.0585942335596,LAWTON SCHOOL,F,L
41.0,10.0,6101 JACKSON ST,40.0202943014659,-75.0585942335596,LAWTON SCHOOL,F,L
41.0,11.0,MAGEE & KEYSTONE STS,40.0206909485943,-75.0460967116874,FIRE ENGINE CO #38,F,H
41.0,12.0,7001 TORRESDALE AVE,40.0268682548515,-75.0406855488163,HOLY INNOCENTS ST PAULS,M,L
41.0,13.0,6309 TORRESDALE AVE,40.0204904436452,-75.0530246579456,MC CULLOUGH UNION HALL,M,L
41.0,14.0,MAGEE & KEYSTONE STS,40.0206909485943,-75.0460967116874,FIRE ENGINE CO #38,F,H
41.0,15.0,7001 TORRESDALE AVE,40.0268682548515,-75.0406855488163,HOLY INNOCENTS ST PAULS,M,L
41.0,16.0,COTTMAN & TORRESDALE AVES,40.0301174519283,-75.0351705092631,ST HUBERTS HIGH SCHOOL,R,N
41.0,17.0,7001 TORRESDALE AVE,40.0268682548515,-75.0406855488163,HOLY INNOCENTS ST PAULS,M,L
41.0,18.0,COTTMAN AVE & ERDRICK ST,40.0354052025056,-75.0394747870413,LUTH CHURCH OF GOOD SHEPHERD,B,L
41.0,19.0,COTTMAN AVE & ERDRICK ST,40.0354052025056,-75.0394747870413,LUTH CHURCH OF GOOD SHEPHERD,B,L
41.0,20.0,COTTMAN AVE & ERDRICK ST,40.0354052025056,-75.0394747870413,LUTH CHURCH OF GOOD SHEPHERD,B,L
41.0,21.0,4741 FRIENDSHIP ST,40.0280234053752,-75.0369168461834,TACONY & MAYFAIR SONS OF ITALY,M,N
41.0,22.0,4343 PRINCETON AVE,40.031535696747,-75.0414388412288,KIDDY KOTTAGE DAYCARE CENTER,M,N
41.0,23.0,COTTAGE & BLEIGH STS,40.0346295342427,-75.0352011871362,FORREST LITTLE SCHOOL HOUSE,F,L
41.0,24.0,COTTAGE & BLEIGH STS,40.0346295342427,-75.0352011871362,FORREST LITTLE SCHOOL HOUSE,F,L
41.0,25.0,COTTAGE & BLEIGH STS,40.0346295342427,-75.0352011871362,FORREST LITTLE SCHOOL HOUSE,F,L
41.0,26.0,COTTAGE & BLEIGH STS,40.0346295342427,-75.0352011871362,FORREST LITTLE SCHOOL HOUSE,F,L
42.0,1.0,4501 G ST,40.0161630148079,-75.1120537706495,CITY SIGN SHOP,A,L
42.0,2.0,B & WYOMING STS,,,BARTON SCHOOL,M,L
42.0,3.0,169 W WYOMING AVE,40.0223427867656,-75.1269416292106,BETHEL WORSHIP CENTER,A,N
42.0,4.0,4344 N 05TH ST,40.0174618669877,-75.1350990896737,CAYUGA SCHOOL,M,N
42.0,5.0,4800 WHITAKER AVE,40.0217715302831,-75.1126578834113,VAIRD-FELTONVILLE YOUTH CLUB,F,L
42.0,6.0,B ST & WYOMING AVE,40.0210912200755,-75.12048101152,WYOMING BRANCH LIBRARY,M,L
42.0,7.0,169 W WYOMING AVE,40.0223427867656,-75.1269416292106,BETHEL WORSHIP CENTER,A,N
42.0,8.0,238 E WYOMING AVE,40.0203043891668,-75.1210301035266,FELTONVILLE INTERMED SCHOOL,M,N
42.0,9.0,169 W WYOMING AVE,40.0223427867656,-75.1269416292106,BETHEL WORSHIP CENTER,A,N
42.0,10.0,4800 WHITAKER AVE,40.0217715302831,-75.1126578834113,VAIRD-FELTONVILLE YOUTH CLUB,F,L
42.0,11.0,238 E WYOMING AVE,40.0203043891668,-75.1210301035266,FELTONVILLE INTERMED SCHOOL,M,N
42.0,12.0,FRONT & DUNCANNON STS,,,ASPIRA OLNEY CHARTER SCHOOL,A,L
42.0,13.0,5111 N 04TH ST,40.028985769579,-75.1299322727784,MORRISON SCHOOL,M,L
42.0,14.0,425 E ROOSEVELT BLVD,40.0273558480775,-75.115348335691,NEW LIFE PRESBYTERIAN CHURCH,M,L
42.0,15.0,401 E TABOR ROAD,40.0306998141519,-75.1170977017171,INTNL CHRISTIAN HIGH SCHOOL,F,L
42.0,16.0,FRONT & DUNCANNON STS,,,ASPIRA OLNEY CHARTER SCHOOL,A,L
42.0,17.0,5111 N 04TH ST,40.028985769579,-75.1299322727784,MORRISON SCHOOL,M,L
42.0,18.0,401 E TABOR RD,40.0306998141519,-75.1170977017171,TRIUMPHANT FAITH ICSH BUILDING,F,L
42.0,19.0,B & GALE STS,40.0340368701196,-75.1177014838406,ZIEHLER RECREATION CENTER,M,L
42.0,20.0,5111 N 04TH ST,40.028985769579,-75.1299322727784,MORRISON SCHOOL,M,L
42.0,21.0,5111 N 04TH ST,40.028985769579,-75.1299322727784,MORRISON SCHOOL,M,L
42.0,22.0,B ST & WYOMING AVE,40.0210912200755,-75.12048101152,WYOMING BRANCH LIBRARY,M,L
42.0,23.0,801 E HUNTING PARK AVE,40.0127905787311,-75.111220474555,JUNIATA PARK ACADEMY,M,N
42.0,24.0,5440 N AMERICAN ST,40.0342031013535,-75.1272549220415,GARAGE,M,L
42.0,25.0,5TH & TABOR RD,40.0347458734089,-75.1308808150815,GREATER OLNEY BRANCH LIBRARY,M,N
43.0,1.0,4301 N BROAD ST,40.0190086007891,-75.1481806817054,PRINCE HALL,M,N
43.0,2.0,4417 N 06TH ST,40.0190531555537,-75.1364772851331,ESPERANZA HEALTH CENTER,M,N
43.0,3.0,4417 N 06TH ST,40.0190531555537,-75.1364772851331,ESPERANZA HEALTH CENTER,M,N
43.0,4.0,1001 W HUNTING PARK AVE,40.0162042141185,-75.1420427487609,HUNTING PARK REC CENTER,M,N
43.0,5.0,1001 W HUNTING PARK AVE,40.0162042141185,-75.1420427487609,HUNTING PARK REC CENTER,M,N
43.0,6.0,4417 N 06TH ST,40.0190531555537,-75.1364772851331,ESPERANZA HEALTH CENTER,M,N
43.0,7.0,10TH & PIKE STS,40.0114402666628,-75.1436484671577,LENFEST CENTER,M,N
43.0,8.0,10TH & PIKE STS,40.0114402666628,-75.1436484671577,LENFEST CENTER,M,N
43.0,9.0,OLD YORK RD & ONTARIO ST,40.0042037526762,-75.1486457675981,BETHUNE SCHOOL,M,L
43.0,10.0,OLD YORK RD & ONTARIO ST,40.0042037526762,-75.1486457675981,BETHUNE SCHOOL,M,L
43.0,11.0,RANDOLPH & ERIE AVE,40.0075207341902,-75.1378512280875,TAYLOR SCHOOL,R,L
43.0,12.0,RANDOLPH & ERIE AVE,40.0075207341902,-75.1378512280875,TAYLOR SCHOOL,R,L
43.0,13.0,OLD YORK RD & ONTARIO ST,40.0042037526762,-75.1486457675981,BETHUNE SCHOOL,M,L
43.0,14.0,OLD YORK RD & ONTARIO ST,40.0042037526762,-75.1486457675981,BETHUNE SCHOOL,M,L
43.0,15.0,OLD YORK RD & ONTARIO ST,40.0042037526762,-75.1486457675981,BETHUNE SCHOOL,M,L
43.0,16.0,OLD YORK RD & ONTARIO ST,40.0042037526762,-75.1486457675981,BETHUNE SCHOOL,M,L
43.0,17.0,RANDOLPH & ERIE AVE,40.0075207341902,-75.1378512280875,TAYLOR SCHOOL,R,L
43.0,18.0,RANDOLPH & ERIE AVE,40.0075207341902,-75.1378512280875,TAYLOR SCHOOL,R,L
43.0,19.0,10TH & PIKE STS,40.0114402666628,-75.1436484671577,LENFEST CENTER,M,N
43.0,20.0,RANDOLPH & ERIE AVE,40.0075207341902,-75.1378512280875,TAYLOR SCHOOL,R,L
43.0,21.0,10TH & PIKE STS,40.0114402666628,-75.1436484671577,LENFEST CENTER,M,N
43.0,22.0,BROAD & ERIE AVE,40.0092802298692,-75.1512469179183,PHILA GAS WORKS,F,L
43.0,23.0,BROAD & ERIE AVE,40.0092802298692,-75.1512469179183,PHILA GAS WORKS,F,L
43.0,24.0,3949 N BROAD ST,40.0136894697553,-75.1498989298385,VOICE OF PRAISE CHURCH,M,N
43.0,25.0,10TH & PIKE STS,40.0114402666628,-75.1436484671577,LENFEST CENTER,M,N
44.0,1.0,1323 N 52ND ST,39.9738457924275,-75.2259055695434,BIBLEWAY BAPTIST CHURCH,B,N
44.0,2.0,53RD & MEDIA STS,39.975616855977,-75.2279457013354,CONESTOGA COMM REC CTR,F,L
44.0,3.0,5501 MARKET ST,39.9616467461064,-75.231644230199,SALVATION ARMY,F,L
44.0,4.0,5501 MARKET ST,39.9616467461064,-75.231644230199,SALVATION ARMY,M,L
44.0,5.0,4916 LANCASTER AVE,39.9738907383266,-75.2203390880957,REFUGE BAPTIST CHURCH,M,N
44.0,6.0,50 N 52ND ST,39.9614425576859,-75.2248532064408,ANTIOCH UNIVERSAL CHURCH,R,N
44.0,7.0,5331-41 HAVERFORD AVE,39.9662669412323,-75.2275648266679,HADDINGTON MULTI SERVICES CTR,B,N
44.0,8.0,111 N 49TH ST,39.9613260797506,-75.2179483062895,KIRKBRIDE CENTER,A,H
44.0,9.0,48TH & FAIRMOUNT AVE,39.9640956889964,-75.2163774205688,PARKWAY SCHOOL,R,N
44.0,10.0,4925 ASPEN ST,39.9649948119438,-75.2188342840889,WOMENS EMPOWERMENT CENTER,F,L
44.0,11.0,50TH & PARRISH STS,39.9670903767816,-75.2204561588627,RHOADS SCHOOL,F,L
44.0,12.0,50TH & PARRISH STS,39.9670903767816,-75.2204561588627,RHOADS SCHOOL,F,L
44.0,13.0,400 N 50TH ST,39.9643688913113,-75.2204366815404,KATIE JACKSON HOMES(PHA),F,L
44.0,14.0,400 N 50TH ST,39.9643688913113,-75.2204366815404,KATIE JACKSON HOMES(PHA),F,L
44.0,15.0,50 N 52ND ST,39.9614425576859,-75.2248532064408,ANTIOCH UNIVERSAL CHURCH,R,N
44.0,16.0,51ST & RENO STS,39.9664894591534,-75.2224220899539,WEST MILL CREEK REC CENTER,R,L
44.0,17.0,51ST & RENO STS,39.9664894591534,-75.2224220899539,WEST MILL CREEK REC CENTER,R,L
44.0,18.0,1323 N 52ND ST,39.9738457924275,-75.2259055695434,BIBLEWAY BAPTIST CHURCH,B,N
44.0,19.0,1323 N 52ND ST,39.9738457924275,-75.2259055695434,BIBLEWAY BAPTIST CHURCH,B,N
45.0,1.0,4601 RICHMOND ST,39.9992354919541,-75.0675351510263,BRIDESBURG RECREATION CENTER,M,L
45.0,2.0,2330 MARGARET ST,40.0067863980319,-75.0762938318953,ST VALENTINES CHURCH,N,L
45.0,3.0,4601 RICHMOND ST,39.9992354919541,-75.0675351510263,BRIDESBURG RECREATION CENTER,M,N
45.0,4.0,4415 ALMOND ST,40.00022408883,-75.0749452828086,ST JOHN CANTIUS SCHOOL,M,N
45.0,5.0,GAUL & TIOGA STS,39.9907499016197,-75.0980357680109,SAMUELS RECREATION CENTER,M,L
45.0,6.0,GAUL & TIOGA STS,39.9907499016197,-75.0980357680109,SAMUELS RECREATION CENTER,M,L
45.0,7.0,BELGRADE & ONTARIO STS,39.9887514590561,-75.0996215651794,FIRE ENGINE CO # 28,M,L
45.0,8.0,FRANKFORD AVE & ONTARIO ST,39.9954441190021,-75.1055183701634,WEBSTER LITTLE SCHOOLHOUSE,M,L
45.0,9.0,FRANKFORD AVE & ONTARIO ST,39.9954441190021,-75.1055183701634,WEBSTER LITTLE SCHOOLHOUSE,M,L
45.0,10.0,FRANKFORD AVE & ONTARIO ST,39.9954441190021,-75.1055183701634,WEBSTER LITTLE SCHOOLHOUSE,M,L
45.0,11.0,FRANKFORD AVE & ONTARIO ST,39.9954441190021,-75.1055183701634,WEBSTER LITTLE SCHOOLHOUSE,M,L
45.0,12.0,2330 MARGARET ST,40.0067863980319,-75.0762938318953,ST VALENTINES CHURCH,N,N
45.0,13.0,CASTOR & AMBER STS,39.9984974599112,-75.0979501160256,HEITZMAN RECREATION CENTER,R,N
45.0,14.0,2301 E ALLEGHENY AVE,39.989979654183,-75.105979966937,SCHOOL OF NURSING,M,L
45.0,15.0,E WESTMORELAND & ALMOND ST,39.9868230386896,-75.1012819402112,S     GLAVIN RECREATION CENTER,R,N
45.0,16.0,FRANKFORD AVE & ONTARIO ST,39.9954441190021,-75.1055183701634,WEBSTER LITTLE SCHOOLHOUSE,M,L
45.0,17.0,CASTOR & AMBER STS,39.9984974599112,-75.0979501160256,HEITZMAN RECREATION CENTER,R,N
45.0,18.0,KENSINGTON & CASTOR AVES,40.0042043380643,-75.0993634213872,FIRE ENGINE CO # 07,M,L
45.0,19.0,CASTOR & AMBER STS,39.9984974599112,-75.0979501160256,HEITZMAN RECREATION CENTER,R,N
45.0,20.0,4415 ALMOND ST,40.00022408883,-75.0749452828086,ST JOHN CANTIUS SCHOOL,M,N
45.0,21.0,CASTOR & AMBER STS,39.9984974599112,-75.0979501160256,HEITZMAN RECREATION CENTER,R,N
45.0,22.0,2645 E WESTMORELAND AVE,39.9857614725961,-75.1000355117837,OFFICE,R,N
45.0,23.0,2843 ORTHODOX ST,39.9962146987925,-75.072509234956,POINT NO POINT CLUB,B,N
45.0,24.0,TIOGA & GAUL STS,39.9907499016197,-75.0980357680109,SAMUELS RECREATION CENTER,M,L
45.0,25.0,2843 ORTHODOX ST,39.9962146987925,-75.072509234956,POINT NO POINT CLUB,B,N
46.0,1.0,4701 SPRINGFIELD AVE,39.947096379344,-75.2155241700032,ST FRANCES DE SALES,N,N
46.0,2.0,4701 PINE ST,39.9528202896907,-75.2170484615747,GARDEN COURT PLAZA,F,L
46.0,3.0,509 S 52ND ST,39.9516575370333,-75.2263444313435,DIVINE CREATIONS UNISEX SALON,R,N
46.0,4.0,5501 CEDAR AVE,39.9517268355734,-75.2337496541976,BOYS LATIN CHARTER SCHOOL,A,N
46.0,5.0,5501 CEDAR AVE,39.9517268355734,-75.2337496541976,BOYS LATIN CHARTER SCHOOL,A,L
46.0,6.0,5501 CEDAR AVE,39.9517268355734,-75.2337496541976,BOYS LATIN CHARTER SCHOOL,A,L
46.0,7.0,47TH & LOCUST STS,39.9545874244166,-75.2158726182422,LEA SCHOOL,M,N
46.0,8.0,4703 KINGSESSING AVE,39.9449541339602,-75.2137772705688,PARK PLEASANT NURSING HOME,M,L
46.0,9.0,4828 BALTIMORE AVE,39.9477834468075,-75.222517013143,HAIR SALON,F,N
46.0,10.0,5025 BALTIMORE AVE,39.9480633228029,-75.2243762969323,STOREFRONT,M,N
46.0,11.0,53RD & BALTIMORE AVE,39.9477808343313,-75.2294495847884,HARRINGTON SCHOOL,M,L
46.0,12.0,56TH & CHRISTIAN STS,39.9484349975312,-75.2354798036024,CHRISTY RECREATION CENTER,F,L
46.0,13.0,56TH & CHRISTIAN STS,39.9484349975312,-75.2354798036024,CHRISTY RECREATION CENTER,F,L
46.0,14.0,56TH & CHRISTIAN STS,39.9484349975312,-75.2354798036024,CHRISTY RECREATION CENTER,F,L
46.0,15.0,56TH & CHRISTIAN STS,39.9484349975312,-75.2354798036024,CHRISTY RECREATION CENTER,F,L
46.0,16.0,4523-31 CHESTER AVE,39.9472661710154,-75.2126455269843,ELMWOOD COMMUNITY METH CHURCH,A,L
46.0,17.0,4800 BALTIMORE AVE,39.948135933446,-75.2196957881357,THE GOLD STANDARD RESTAURANT,M,N
46.0,18.0,4523-31 CHESTER AVE,39.9472661710154,-75.2126455269843,ELMWOOD COMMUNITY METH CHURCH,A,L
46.0,19.0,4701 PINE ST,39.9528202896907,-75.2170484615747,GARDEN COURT PLAZA,F,L
46.0,20.0,56TH & CHRISTIAN STS,39.9484349975312,-75.2354798036024,CHRISTY RECREATION CENTER,F,L
46.0,21.0,56TH & CHRISTIAN STS,39.9484349975312,-75.2354798036024,CHRISTY RECREATION CENTER,F,L
46.0,22.0,47TH & LOCUST STS,39.9545874244166,-75.2158726182422,LEA SCHOOL,M,N
46.0,23.0,4508 SANSOM ST,39.9558732701316,-75.2121635097799,SANSOM HOUSE SR LIVING,F,L
47.0,1.0,1510 W STILES ST,39.9725447256498,-75.1614613022748,CHURCH OF FAITH & DELIVERANCE,M,N
47.0,2.0,1510 W STILES ST,39.9725447256498,-75.1614613022748,CHURCH OF FAITH & DELIVERANCE,M,N
47.0,3.0,16TH & JEFFERSON STS,39.9762639362442,-75.1617512598185,AME UNION METHODIST CHURCH,M,N
47.0,4.0,1628 W MASTER ST,39.9748810479443,-75.1632534443142,NAT'L TEMPLE BAPTIST CHURCH,M,L
47.0,5.0,1628 W MASTER ST,39.9748810479443,-75.1632534443142,NAT'L TEMPLE BAPTIST CHURCH,M,L
47.0,6.0,1510-1514 W OXFORD ST,39.977395722622,-75.160898034669,NO PHILA 7TH DAY ADVENTIST,F,N
47.0,7.0,18TH & OXFORD STS,39.9780962080982,-75.1645813920786,MEADE SCHOOL,M,N
47.0,8.0,18TH & OXFORD STS,39.9780962080982,-75.1645813920786,MEADE SCHOOL,M,N
47.0,9.0,1710 N CROSKEY ST,39.9812778015353,-75.1718239654944,BENTLEY HALL,M,L
47.0,10.0,1999 RIDGE AVE,39.9753214661312,-75.1676879846872,MOORE MANOR SR HOME,F,L
47.0,11.0,1710 N CROSKEY ST,39.9812778015353,-75.1718239654944,BENTLEY HALL (PHA),M,L
47.0,12.0,16TH & JEFFERSON STS,39.9762639362442,-75.1617512598185,AME UNION METHODIST CHURCH,M,N
47.0,13.0,1999 RIDGE AVE,39.9753214661312,-75.1676879846872,MOORE MANOR SR HOME,F,L
47.0,14.0,18TH & OXFORD STS,39.9780962080982,-75.1645813920786,MEADE SCHOOL,M,N
48.0,1.0,16TH & JACKSON STS,39.9235578183423,-75.1732275226112,GUERIN REC CTR-THE GYM BLDG,M,N
48.0,2.0,1920 S 20TH ST,39.9275052991313,-75.1790394313877,DIXON HOUSE COMMUNITY CENTER,F,L
48.0,3.0,22ND & MC CLELLAN STS,39.9292914539029,-75.1820403188064,MC DANIEL SCHOOL,F,N
48.0,4.0,1928 POINT BREEZE AVE,39.9284743362011,-75.1865044680071,PREPARATORY CHARTER SCHOOL,F,L
48.0,5.0,1920 S 20TH ST,39.9275052991313,-75.1790394313877,DIXON HOUSE COMMUNITY CENTER,F,L
48.0,6.0,1920 S 20TH ST,39.9275052991313,-75.1790394313877,DIXON HOUSE COMMUNITY CENTER,F,L
48.0,7.0,2600 MOORE ST,39.9300564949531,-75.189591078822,ST JOHN NEUMANN PLACE,F,H
48.0,8.0,2308 SNYDER AVE,39.9259583556313,-75.1848907603048,YESHA FELLOWSHIP HALL,M,N
48.0,9.0,24TH & JACKSON STS,39.925244489239,-75.1862964808248,UNIVERSAL VARE CHARTER SCHOOL,A,L
48.0,10.0,2930 SNYDER AVE,39.9273011335274,-75.1947244312687,CEMENT MASONS TRAINING CTR,F,L
48.0,11.0,1905 VARE AVE,39.9193674326776,-75.1873543522002,WORKFORCE DEVELOPMENT CTR,F,L
48.0,12.0,2308 SNYDER AVE,39.9259583556313,-75.1848907603048,YESHA FELLOWSHIP HALL,M,N
48.0,13.0,16TH & JACKSON STS,39.9235578183423,-75.1732275226112,GUERIN REC CTR-THE GYM BLDG,M,N
48.0,14.0,16TH & JACKSON STS,39.9235578183423,-75.1732275226112,GUERIN REC CTR-THE GYM BLDG,M,N
48.0,15.0,24TH & JACKSON STS,39.925244489239,-75.1862964808248,UNIVERSAL VARE CHARTER SCHOOL,A,N
48.0,16.0,24TH & JACKSON STS,39.925244489239,-75.1862964808248,UNIVERSAL VARE CHARTER SCHOOL,A,N
48.0,17.0,2308 SNYDER AVE,39.9259583556313,-75.1848907603048,YESHA FELLOWSHIP HALL,M,N
48.0,18.0,15TH & MORRIS STS,39.9294780294843,-75.1703251446263,DI SILVESTRO RECREATION CENTER,M,N
48.0,19.0,1928 POINT BREEZE AVE,39.9284743362011,-75.1865044680071,PREPARATORY CHARTER SCHOOL,F,L
48.0,20.0,BROAD & MORRIS STS,39.9292573714005,-75.1686891830594,SOUTH PHILA BRANCH LIBRARY,F,N
48.0,21.0,2506 JACKSON ST,39.9254985463594,-75.1882600300596,WILSON PK HOMES (PHA),F,L
48.0,22.0,2600 MOORE ST,39.9300564949531,-75.189591078822,ST JOHN NEUMANN PLACE,F,H
48.0,23.0,1905 VARE AVE,39.9193674326776,-75.1873543522002,WORKFORCE DEVELOPMENT CTR,F,L
49.0,1.0,543 W COURTLAND ST,40.0214780044766,-75.1350229563467,DOLLAR STORE,M,N
49.0,2.0,5501 N 11TH ST,40.0362763093168,-75.1392975139919,COMMUNITY HOUSE APTS,M,L
49.0,3.0,1300 W GODFREY AVE,40.0464337890329,-75.1408184508331,COMMUNITY COLL OF PHILA NW,F,H
49.0,4.0,OLD YORK ROAD & LOUDEN ST,40.0260521636959,-75.146687991367,COOK MIDDLE SCHOOL,M,L
49.0,5.0,4541 N BROAD ST,40.0222774278538,-75.1480911022009,BELOVED ST JOHN CHURCH,N,N
49.0,6.0,12TH & OAKLANE AVE,,,OAK LANE LIBRARY,A,L
49.0,7.0,10TH ST & CHEW AVE,40.038944698157,-75.1376346555288,CHERASHORE RECREATION CENTER,M,L
49.0,8.0,OAKLANE & N 11TH ST,,,OAKLANE PRESBYTERIAN CHURCH,M,L
49.0,9.0,5110 N 6TH ST,40.0295292427917,-75.1343769262615,PHILLIPPIAN GARDENS,M,L
49.0,10.0,9TH & LINDLEY STS,40.0295342654553,-75.1380508707491,BIRNEY PREP ACADEMY,M,L
49.0,11.0,OLD YORK ROAD & LOUDEN ST,40.0260521636959,-75.146687991367,COOK MIDDLE SCHOOL,M,L
49.0,12.0,1127 LOUDEN ST,40.0258028114158,-75.1432083751682,FIRE ENGINE CO # 72,M,L
49.0,13.0,1127 W LOUDEN ST,40.0258028114158,-75.1432083751682,FIRE ENGINE CO # 72,M,L
49.0,14.0,8TH & DUNCANNON STS,,,BARRETT RECREATION CENTER,M,L
49.0,15.0,9TH & LINDLEY STS,40.0295342654553,-75.1380508707491,BIRNEY PREP ACADEMY,M,L
49.0,16.0,10TH ST & CHEW AVE,40.038944698157,-75.1376346555288,CHERASHORE RECREATION CENTER,M,L
49.0,17.0,1301 W RUSCOMB ST,40.0291308613173,-75.1450025376606,SECOND MACEDONIA CHURCH,M,L
49.0,18.0,908 W GODFREY AVE,40.0461322173697,-75.1349680757734,LEE'S MONUMENTS,M,N
49.0,19.0,9TH & LINDLEY STS,40.0295342654553,-75.1380508707491,BIRNEY PREP CHARTER SCHOOL,M,L
49.0,20.0,1300 W GODFREY AVE,40.0464337890329,-75.1408184508331,COMMUNITY COLL OF PHILA NW,F,H
49.0,21.0,5325 OLD YORK ROAD,40.0339596537205,-75.1444313279596,YORK HOUSE SOUTH,F,L
49.0,22.0,8TH & DUNCANNON STS,,,BARRETT RECREATION CENTER,M,L
50.0,1.0,PROVIDENT & GOWEN AVE,40.0803444762006,-75.1751278192107,EMANUEL RECREATION CENTER,F,L
50.0,2.0,MT PLEASANT & WOOLSTON AVE,,,S     LEEDS SCHOOL,M,L
50.0,3.0,SEDGWICK & THOURON STS,40.0730402404995,-75.1717170261562,F S EDMONDS SCHOOL,M,L
