Ward,Division,Address,latitude,longitude,Name,Building Accessibility,Parking Accessibility
11.0,5.0,1531 W TIOGA ST,40.0068410583226,-75.1546717486138,PHILA SR CTR/TIOGA BRANCH,F,L
11.0,6.0,1531 W TIOGA ST,40.0068410583226,-75.1546717486138,PHILA SR CTR/TIOGA BRANCH,F,L
11.0,7.0,22ND & SOMERSET STS,39.9971984473335,-75.1672163164337,NORTH PHILA MUNICIPAL BUILDING,M,N
11.0,8.0,22ND & CLEARFIELD STS,40.001685069488,-75.1662379477472,PANATI RECREATION CENTER,F,L
11.0,9.0,1531 W TIOGA ST,40.0068410583226,-75.1546717486138,TIOGA PRESBYTERIAN SENIOR HOME,F,L
11.0,10.0,1828 W TIOGA ST,40.0068963423861,-75.1595515846293,TIOGA ARMS APTS,M,N
11.0,11.0,2829 N LAMBERT ST,39.9982222183793,-75.1646102815052,WOODSTOCK HOMES COMM ROOM,M,L
11.0,12.0,1919-1941 W ONTARIO ST,40.0058612642619,-75.160416032077,JEROME BROWN RECREATION CENTER,F,L
11.0,13.0,1628 W ALLEGHENY AVE,40.001883751752,-75.1574573754093,CHURCH ANNEX BUILDING,M,N
11.0,14.0,2233 W ALLEGHENY AVE,40.0039134493699,-75.1669683401182,ALLEGHENY BUSINESS CENTER,B,N
11.0,15.0,2104 W VENANGO ST,40.0088952108942,-75.1640395463328,VENANGO HOUSE,F,L
11.0,16.0,2104 W VENANGO ST,40.0088952108942,-75.1640395463328,VENANGO HOUSE,F,L
11.0,17.0,1919-1941 W ONTARIO ST,40.0058612642619,-75.160416032077,JEROME BROWN RECREATION CENTER,F,L
11.0,18.0,22ND & CLEARFIELD STS,40.001685069488,-75.1662379477472,PANATI RECREATION CENTER,F,L
11.0,19.0,2829 N LAMBERT ST,39.9982222183793,-75.1646102815052,WOODSTOCK HOMES COMM ROOM,M,L
11.0,20.0,22ND & SOMERSET STS,39.9971984473335,-75.1672163164337,NORTH PHILA MUNICIPAL BUILDING,M,N
12.0,1.0,CHELTEN AVE & ARDLEIGH ST,40.0496653802419,-75.1605295793679,LONNIE YOUNG REC CTR SR BLDG,A,L
12.0,2.0,CHELTEN & SPRAGUE ST,40.0485602488026,-75.1616568009206,MASTERY PASTORIUS CHARTER,R,N
12.0,3.0,CHELTEN & SPRAGUE ST,40.0485602488026,-75.1616568009206,MASTERY PASTORIUS CHARTER,R,N
12.0,4.0,500 E CHELTEN AVE,40.0419944386055,-75.1672517105691,SHRINE OF THE MIRACULOUS MEDAL,M,H
12.0,5.0,5136-38 BELFIELD AVE,40.0365057214893,-75.1608365659894,P G W BUILDING,R,L
12.0,6.0,5648 CHEW AVE,40.0446791763206,-75.1646375151778,HARAMBE CHURCH,M,N
12.0,7.0,CHELTEN AVE & BAYNTON ST,40.0388488434587,-75.171619294983,FIRE ENGINE CO # 19,M,L
12.0,8.0,PULASKI & HANSBERRY ST,40.0257597878964,-75.1725230823843,J B KELLY SCHOOL,M,L
12.0,9.0,5305-15 GERMANTOWN AVE,40.0328156603044,-75.1691765582519,HOLSEY TEMPLE CME CHURCH,M,L
12.0,10.0,285 E ASHMEAD ST,40.0345974914463,-75.1637818509405,WISTER TOWNHOMES COMMUNITY CTR,F,L
12.0,11.0,501 W KING ST,40.0250815751883,-75.1774759939907,EAGLES NEST SCHOOL,F,N
12.0,12.0,SHEDAKER & BAYNTON STS,40.0314587798736,-75.1594908953907,WISTER RECREATION CENTER,M,L
12.0,13.0,BRINGHURST & WAKEFIELD STS,40.033542968507,-75.1656514438352,WISTER SCHOOL,R,L
12.0,14.0,SHEDAKER & BAYNTON STS,40.0314587798736,-75.1594908953907,WISTER RECREATION CENTER,M,L
12.0,15.0,5457 WAYNE AVE,40.0304215473457,-75.1756909658078,GERMANTOWN HOUSE,F,L
12.0,16.0,100 W COULTER ST,40.0310748573706,-75.1724937703254,GERMANTOWN PROFESSIONAL BLDG,R,N
12.0,17.0,WAYNE & LOGAN STS,40.0245374332345,-75.1661154285146,HAPPY HOLLOW RECREATION CENTER,A,N
12.0,18.0,PULASKI & HANSBERRY STS,40.0257597878964,-75.1725230823843,J B KELLY SCHOOL,M,L
12.0,19.0,WAYNE & LOGAN STS,40.0245374332345,-75.1661154285146,HAPPY HOLLOW RECREATION CENTER,A,L
12.0,20.0,WAYNE & LOGAN STS,40.0245374332345,-75.1661154285146,HAPPY HOLLOW RECREATION CENTER,A,L
12.0,21.0,WAYNE & LOGAN STS,40.0245374332345,-75.1661154285146,HAPPY HOLLOW RECREATION CENTER,A,L
12.0,22.0,400 W WINONA ST,40.0267876801701,-75.1781186452677,WAREHOUSE,M,L
12.0,23.0,400 W WINONA ST,40.0267876801701,-75.1781186452677,WAREHOUSE,M,L
12.0,24.0,5310 MORRIS ST,40.0255283038345,-75.1757193792429,HARVEST COMMUNITY CHURCH,R,N
13.0,1.0,PULASKI & HANSBERRY STS,40.0257597878964,-75.1725230823843,J B KELLY SCHOOL,M,L
13.0,2.0,WAYNE & LOGAN STS,40.0245374332345,-75.1661154285146,HAPPY HOLLOW RECREATION CENTER,A,L
13.0,3.0,WAYNE & LOGAN STS,40.0245374332345,-75.1661154285146,HAPPY HOLLOW RECREATION CENTER,A,L
13.0,4.0,PULASKI & HANSBERRY STS,40.0257597878964,-75.1725230823843,J B KELLY SCHOOL,M,L
13.0,5.0,PULASKI & HANSBERRY STS,40.0257597878964,-75.1725230823843,J B KELLY SCHOOL,M,L
13.0,6.0,4340 GERMANTOWN AVE,40.0200526472828,-75.1569420324082,NICETOWN COURT,F,H
13.0,7.0,4340 GERMANTOWN AVE,40.0200526472828,-75.1569420324082,NICETOWN COURT,F,H
13.0,8.0,4340 GERMANTOWN AVE,40.0200526472828,-75.1569420324082,NICETOWN COURT,F,H
13.0,9.0,18TH & COURTLAND STS,40.0238020118138,-75.154610754895,STENTON PARK REC CENTER,R,L
13.0,10.0,1539 W COURTLAND ST,40.0236836309742,-75.1511271315484,CHURCH OF NAZARENE BUILDING,F,N
13.0,11.0,18TH & COURTLAND STS,40.0238020118138,-75.154610754895,STENTON PARK REC CENTER,R,L
13.0,12.0,18TH & COURTLAND STS,40.0238020118138,-75.154610754895,STENTON PARK REC CENTER,R,L
13.0,13.0,1539 W COURTLAND ST,40.0236836309742,-75.1511271315484,CHURCH OF NAZARENE BUILDING,F,N
13.0,14.0,4153 GERMANTOWN AVE,40.0174905116551,-75.1542752974972,CHRISTLIKE RESTORATION CHURCH,R,N
13.0,15.0,4153 GERMANTOWN AVE,40.0174905116551,-75.1542752974972,CHRISTLIKE RESTORATION CHURCH,R,N
13.0,16.0,1648 W HUNTING PARK AVE,40.015786129113,-75.1532296535535,TRIUMPH BAPTIST CHURCH,M,N
13.0,17.0,1648 W HUNTING PARK AVE,40.015786129113,-75.1532296535535,TRIUMPH BAPTIST CHURCH,M,N
13.0,18.0,1717 W HUNTING PARK AVE,40.0151742782346,-75.1561711585517,OPPORTUNITY TOWERS,M,H
13.0,19.0,22ND & HUNTING PARK AVE,,,FIRE ENGINE CO # 59,M,L
13.0,20.0,19TH & BUTLER STS,40.0118625227792,-75.1588278228124,MASTERY CLEVELAND CHARTER,A,N
13.0,21.0,19TH & BUTLER STS,40.0118625227792,-75.1588278228124,MASTERY CLEVELAND CHARTER,A,N
13.0,22.0,1648 W HUNTING PARK AVE,40.015786129113,-75.1532296535535,TRIUMPH BAPTIST CHURCH,M,N
13.0,23.0,3720 N BROAD ST,40.0099892301182,-75.1514335162122,NICETOWN TIOGA BRANCH LIBRARY,F,L
13.0,24.0,19TH & BUTLER STS,40.0118625227792,-75.1588278228124,MASTERY CLEVELAND CHARTER,A,N
13.0,25.0,3600 N BROAD ST,40.0079134512126,-75.1519379588019,ZION BAPTIST CHURCH,M,L
14.0,1.0,1001 GREEN ST,39.9628908610369,-75.154748299053,SIMPSON MIDTOWN APTS,M,H
14.0,2.0,1240 N 10TH ST,39.9717156945031,-75.1526049941427,HARRISON HOMES (PHA),F,L
14.0,3.0,1002 W GIRARD AVE,39.9703424367912,-75.153449904265,ALTHEA GIBSON TENNIS CENTER,F,N
14.0,4.0,1221 FAIRMOUNT AVE,39.966856353429,-75.1574128879676,GUILD HOUSE WEST,F,L
14.0,5.0,1100 FAIRMOUNT AVE,39.9656534988107,-75.156077544275,GLADYS JACOBS APT BLDG,F,H
14.0,6.0,800 N 08TH ST,39.9661823639702,-75.1511711818161,EAST POPLAR RECREATION CENTER,M,N
14.0,7.0,1240 N 10TH ST,39.9717156945031,-75.1526049941427,HARRISON HOMES (PHA),F,L
14.0,8.0,1100 POPLAR ST,39.9682017326731,-75.1559409779758,STREET COMMUNITY CENTER,F,H
14.0,9.0,953 N 10TH ST,39.970037209603,-75.152340794122,CHILDS MEMORIAL BAPTIST CHURCH,B,L
14.0,10.0,711 SPRING GARDEN ST,39.9618052077302,-75.1507069247383,GUILD HOUSE EAST,M,N
14.0,11.0,702 MARSHALL PLACE,,,S B G MANAGEMENT INC,M,L
15.0,1.0,2720 POPLAR ST,39.9727727465174,-75.1816308628117,TRINITY BAPTIST CHURCH,N,N
15.0,2.0,2720 POPLAR ST,39.9727727465174,-75.1816308628117,TRINITY BAPTIST CHURCH,N,N
15.0,3.0,18TH & WALLACE STS,39.9659569370595,-75.167224117931,ROBT CLEMENTE RECREATION CTR,F,N
15.0,4.0,2601 PENNSYLVANIA AVE,39.9686630912046,-75.1804727608562,2601 PARKWAY CLUBROOM,F,L
15.0,5.0,755 N 24TH ST,39.9688862281424,-75.1764596061737,PARKWAY MEMORIAL VFW POST,A,N
15.0,6.0,2401 PENNSYLVANIA AVE,39.9666048413347,-75.1778416340556,THE PHILADELPHIAN APTS,F,L
15.0,7.0,1539 PARRISH ST,39.969637035174,-75.1625857921085,FIRE ENGINE CO # 13,M,L
15.0,8.0,755 N 24TH ST,39.9688862281424,-75.1764596061737,PARKWAY MEMORIAL VFW POST,A,N
15.0,9.0,22ND & PARRISH STS,39.9706537950665,-75.1736168603429,BACHE MARTIN SCHOOL,M,N
15.0,10.0,FRANCIS & SHIRLEY STS,39.9676353919847,-75.1675104986707,FRANCISVILLE RECREATION CENTER,F,N
15.0,11.0,FRANCIS & SHIRLEY STS,39.9676353919847,-75.1675104986707,FRANCISVILLE RECREATION CENTER,F,N
15.0,12.0,22ND & PARRISH STS,39.9706537950665,-75.1736168603429,BACHE MARTIN SCHOOL,M,N
15.0,13.0,839 N WOODSTOCK ST,39.9702553131712,-75.1713856737203,STOREFRONT,M,N
15.0,14.0,24TH & WALLACE STS,39.9668459740666,-75.1771244544008,ST FRANCIS XAVIER SCHOOL,B,N
15.0,15.0,2001 SPRING GARDEN ST,39.9639550292713,-75.1711287221208,GREATER CANAAN CHURCH OF GOD,R,N
15.0,16.0,19TH & NORTH STS,39.9667321153672,-75.1686855282741,ST ANDREWS LITHUANIAN CHURCH,R,N
15.0,17.0,560 N 20TH ST,39.9642751902588,-75.1710773090952,RUSSIAN ORTHODOX CHURCH,N,N
15.0,18.0,854-70 N 24TH ST,39.9715981392895,-75.176396124156,PHILA MENNONITE HIGH SCHOOL,R,N
15.0,19.0,24TH & WALLACE STS,39.9668459740666,-75.1771244544008,ST FRANCIS XAVIER SCHOOL,B,N
16.0,1.0,1421 W SUSQUEHANNA AVE,39.9866163414087,-75.1571833578069,SUSQUEHANNA VILLAGE,F,N
16.0,2.0,1421 W SUSQUEHANNA AVE,39.9866163414087,-75.1571833578069,SUSQUEHANNA VILLAGE,F,N
16.0,3.0,1621 W DAUPHIN ST,39.9886036539638,-75.1595710051462,NIX & NIX FUNERAL HOME,M,L
16.0,4.0,2530 N BROAD ST,39.9920624530766,-75.1554900817719,CHOICE FUNERAL HOME,M,N
16.0,5.0,2530 N BROAD ST,39.9920624530766,-75.1554900817719,CHOICE FUNERAL HOME,M,N
16.0,6.0,2121 GRATZ ST,39.986297429283,-75.1633755503646,CHURCH OF THE ADVOCATE GYM,M,L
16.0,7.0,18TH & YORK STS,39.9901864983165,-75.1619484591746,FOSTER MEMORIAL BAPT CHURCH,N,N
16.0,8.0,18TH & YORK STS,39.9901864983165,-75.1619484591746,FOSTER MEMORIAL BAPT CHURCH,N,N
16.0,9.0,2121 GRATZ ST,39.986297429283,-75.1633755503646,CHURCH OF THE ADVOCATE GYM,M,L
16.0,10.0,2121 GRATZ ST,39.986297429283,-75.1633755503646,CHURCH OF THE ADVOCATE GYM,M,L
16.0,11.0,2121 GRATZ ST,39.986297429283,-75.1633755503646,CHURCH OF THE ADVOCATE GYM,M,L
16.0,12.0,18TH & YORK STS,39.9901864983165,-75.1619484591746,FOSTER MEMORIAL BAPT CHURCH,N,N
16.0,13.0,22ND & HUNTINGDON STS,39.9940265341728,-75.1679261373111,CECIL B MOORE RECREATION CTR,M,L
16.0,14.0,2301 W EDGLEY ST,39.9878001243002,-75.1703517498446,RAYMOND ROSEN COMM CENTER,F,L
16.0,15.0,2301 W EDGLEY ST,39.9878001243002,-75.1703517498446,RAYMOND ROSEN COMM CENTER,F,L
16.0,16.0,2301 W EDGLEY ST,39.9878001243002,-75.1703517498446,RAYMOND ROSEN COMM CENTER,F,L
16.0,17.0,22ND & HUNTINGDON STS,39.9940265341728,-75.1679261373111,CECIL B MOORE RECREATION CTR,M,L
16.0,18.0,2521 N 23RD ST,39.9934484034096,-75.169458770218,LOVE ZION BAPT CHURCH,M,N
17.0,1.0,16TH & CHELTEN AVE,40.050974725362,-75.1454294494715,MORRIS ESTATE REC CENTER,N,N
17.0,2.0,16TH & CHELTEN AVE,40.050974725362,-75.1454294494715,MORRIS ESTATE REC CENTER,N,N
17.0,3.0,6300 OLD YORK ROAD,40.0496038432225,-75.1454529396386,PHILIP MURRAY HOUSE,F,L
17.0,4.0,6300 OLD YORK ROAD,40.0496038432225,-75.1454529396386,PHILIP MURRAY HOUSE,F,L
17.0,5.0,6101 LIMEKILN PIKE,40.046766884264,-75.1488457909869,G O S P COMMUNITY BUILDING,M,L
17.0,6.0,OPAL & MEDARY STS,40.0502677149748,-75.1519840013854,ST BENEDICT SCHOOL,R,L
17.0,7.0,OPAL & MEDARY STS,40.0502677149748,-75.1519840013854,ST BENEDICT SCHOOL,R,L
17.0,8.0,2122 CHELTEN AVE,40.0516826017694,-75.1563692633266,HOUSE OF PRAYER,R,N
17.0,9.0,6100 N 21ST ST,40.047815933023,-75.1558881437284,CORINTHIAN COMM & EDUC CTR,B,L
17.0,10.0,6100 N 21ST ST,40.047815933023,-75.1558881437284,CORINTHIAN COMM & EDUC CTR,B,L
17.0,11.0,6101 LIMEKILN PIKE,40.046766884264,-75.1488457909869,G O S P COMMUNITY BUILDING,M,L
17.0,12.0,6300 OLD YORK ROAD,40.0496038432225,-75.1454529396386,PHILIP MURRAY HOUSE,F,L
17.0,13.0,6101 LIMEKILN PIKE,40.046766884264,-75.1488457909869,G O S P COMMUNITY BUILDING,M,L
17.0,14.0,6101 LIMEKILN PIKE,40.046766884264,-75.1488457909869,G O S P COMMUNITY BUILDING,M,L
17.0,15.0,1953 NEDRO AVE,40.0436640484438,-75.153469150493,CHAMPLOST HOMES (PHA),F,L
17.0,16.0,21ST & CHEW AVE,40.041279559686,-75.1560007112106,BELFIELD RECREATION CENTER,B,L
17.0,17.0,21ST ST & CHEW AVE,40.041279559686,-75.1560007112106,BELFIELD RECREATION CENTER,B,L
17.0,18.0,NEDRO & OGONTZ AVE,40.0436742836952,-75.1497976292682,PENNELL SCHOOL,M,L
17.0,19.0,5801 OGONTZ AVE,40.0423455560526,-75.1497048962808,LOVE MISSIONARY BAPTIST CHURCH,B,L
17.0,20.0,1424 CLEARVIEW ST,40.0404827123393,-75.1456672549678,SUFFOLK MANOR APTS-BLDG H,F,N
17.0,21.0,1500 W OLNEY AVE,40.0390359095505,-75.1466136018791,WIDENER SCHOOL,F,L
17.0,22.0,1500 W OLNEY AVE,40.0390359095505,-75.1466136018791,WIDENER SCHOOL,F,L
17.0,23.0,1500 W OLNEY AVE,40.0390359095505,-75.1466136018791,WIDENER SCHOOL,F,L
17.0,24.0,1605 W ROCKLAND ST,40.0285861400721,-75.1506571817686,ESTHER MARIE BALLROOM,M,L
17.0,25.0,1950 W ROCKLAND ST,40.0283667819594,-75.1562599939532,PROVISION OF GRACE CHURCH,M,L
17.0,26.0,1424 CLEARVIEW ST,40.0404827123393,-75.1456672549678,SUFFOLK MANOR APTS-BLDG H,F,N
17.0,27.0,NEDRO & OGONTZ AVE,40.0436742836952,-75.1497976292682,PENNELL SCHOOL,M,L
17.0,28.0,6100 N 21ST ST,40.047815933023,-75.1558881437284,CORINTHIAN COMM & EDUC CTR,B,L
17.0,29.0,1950 W ROCKLAND ST,40.0283667819594,-75.1562599939532,PROVISION OF GRACE CHURCH,M,L
18.0,1.0,HANCOCK & MASTER STS,39.9723010916997,-75.1378547446952,HANCOCK RECREATION CENTER,F,N
18.0,2.0,236 RICHMOND ST,39.9671261785876,-75.1312010040932,UNION HALL,N,N
18.0,3.0,ORKNEY & DIAMOND STS,39.9827817611405,-75.1417451105499,MC KINLEY SCHOOL,M,N
18.0,4.0,PALMER & THOMPSON STS,39.9723585720059,-75.1292240808616,ADAIRE SCHOOL,M,N
18.0,5.0,E MONTGOMERY & GIRARD AVES,39.9713518027614,-75.1271031951777,FISHTOWN RECREATION CENTER,F,N
18.0,6.0,E MONTGOMERY & GIRARD AVES,39.9713518027614,-75.1271031951777,FISHTOWN RECREATION CENTER,F,N
18.0,7.0,PALMER & THOMPSON STS,39.9723585720059,-75.1292240808616,ADAIRE SCHOOL,M,N
18.0,8.0,ORKNEY & DIAMOND STS,39.9827817611405,-75.1417451105499,MC KINLEY SCHOOL,M,N
18.0,9.0,301 W GIRARD AVE,39.9702146737375,-75.1418828894397,HEALTH CENTER #6,F,L
18.0,10.0,1741 FRANKFORD AVE,39.9757695639054,-75.131952934701,NEUMANN NORTH SR APTS,M,N
18.0,11.0,1401 E SUSQUEHANNA AVE,39.9752714127565,-75.1263749117838,PENNA HOME,M,N
18.0,12.0,PALMER & THOMPSON STS,39.9723585720059,-75.1292240808616,ADAIRE SCHOOL,M,N
18.0,13.0,2011 N MASCHER ST,39.9808357727172,-75.134809947939,NORRIS SQUARE CHILD CARE CTR,F,L
18.0,14.0,1501-11 GERMANTOWN AVE,39.973841216095,-75.1413402786374,AL-AQSA ISLAMIC SOCIETY,A,N
18.0,15.0,1501-11 GERMANTOWN AVE,39.973841216095,-75.1413402786374,AL-AQSA ISLAMIC SOCIETY,A,N
18.0,16.0,HOWARD & BERKS STS,39.9787819002218,-75.1345643536277,TOWEY RECREATION CENTER,M,N
18.0,17.0,HOWARD & BERKS STS,39.9787819002218,-75.1345643536277,TOWEY RECREATION CENTER,M,N
19.0,1.0,5TH & ALLEGHENY AVE,39.999744176386,-75.1385256307221,RIVERA RECREATION CENTER,B,L
19.0,2.0,3RD & ONTARIO STS,40.0024467255545,-75.1349929500835,MARIN MUNOZ SCHOOL,F,H
19.0,3.0,3RD & ONTARIO STS,40.0024467255545,-75.1349929500835,MARIN MUNOZ SCHOOL,F,H
19.0,4.0,167 W ALLEGHENY AVE,39.9990193466747,-75.1307208060991,VILLAS DEL CARIBE,F,H
19.0,5.0,6TH & INDIANA AVE,39.9969155436511,-75.1411674421061,POTTER THOMAS SCHOOL,M,L
19.0,6.0,2800 N AMERICAN ST,39.9937914562747,-75.136553339231,CONGRESO EDUC & TRAINING CTR,F,H
19.0,7.0,2800 N AMERICAN ST,39.9937914562747,-75.136553339231,CONGRESO EDUC & TRAINING CTR,F,H
19.0,8.0,6TH & INDIANA AVE,39.9969155436511,-75.1411674421061,POTTER THOMAS SCHOOL,M,L
19.0,9.0,2820 N 4TH ST,39.9942046285544,-75.1380549607261,FAIRHILL COMMUNITY HIGH SCHOOL,M,H
19.0,10.0,HANCOCK & SUSQUEHANNA AVE,39.9835999955754,-75.1354461040641,NORRIS SQUARE UN PRES CHURCH,M,N
19.0,11.0,2536 N FRONT ST,39.9887229908771,-75.1316677748559,STOREFRONT,M,N
19.0,12.0,HANCOCK & SUSQUEHANNA AVE,39.9835999955754,-75.1354461040641,NORRIS SQUARE UN PRES CHURCH,M,N
19.0,13.0,4TH & YORK STS,39.9872774046247,-75.1393514045313,WELSH SCHOOL,F,L
19.0,14.0,ORKNEY & DIAMOND STS,39.9827817611405,-75.1417451105499,MC KINLEY SCHOOL,M,N
19.0,15.0,ORKNEY & DIAMOND STS,39.9827817611405,-75.1417451105499,MC KINLEY SCHOOL,M,N
19.0,16.0,2603 N 05TH ST,39.9907358353179,-75.1402199730601,SCHOOL DISTRICT REGION OFFICE,M,N
19.0,17.0,4TH & YORK STS,39.9872774046247,-75.1393514045313,J WELSH SCHOOL,F,L
19.0,18.0,4TH & YORK STS,39.9872774046247,-75.1393514045313,J WELSH SCHOOL,F,L
19.0,19.0,2426 N 2ND ST,39.9872430758425,-75.1357768618731,FIRE ENGINE CO # 02,M,L
20.0,1.0,1701 N 8TH ST,39.9774912769316,-75.1484212167762,BROWN COMMUNITY CENTER,M,H
20.0,2.0,1401 N 06TH ST,39.9734840617772,-75.1455660607559,CRUZ RECREATION CENTER,M,L
20.0,3.0,10TH & OXFORD STS,39.9763835092076,-75.151306611089,DENDY REC CTR,M,L
20.0,4.0,1600 N 08TH ST,39.9767800387159,-75.1490950662226,GRAY MANOR,F,H
20.0,5.0,8TH & DIAMOND STS,39.9834793951186,-75.147129763161,8TH & DIAMOND ST REC CTR,M,L
20.0,6.0,1300 W JEFFERSON ST,39.9749259701239,-75.1568478655705,YORKTOWN APARTMENTS,R,N
20.0,7.0,1915 N 11TH ST,39.9817378310224,-75.1514291755095,NORRIS HOMES,M,L
20.0,8.0,1701 N 08TH ST,39.9774912769316,-75.1484212167762,BROWN COMMUNITY CENTER,M,H
20.0,9.0,1915 N 11TH STREET,39.9817378310224,-75.1514291755095,NORRIS HOMES (PHA),M,L
20.0,10.0,8TH & DIAMOND STS,39.9834793951186,-75.147129763161,8TH & DIAMOND ST REC CTR,M,L
20.0,11.0,10TH & OXFORD STS,39.9763835092076,-75.151306611089,DENDY REC CTR,M,N
21.0,1.0,3815 TERRACE ST,40.0195245778962,-75.211601853468,PILGRIM ORTHODOX CHURCH,M,L
21.0,2.0,3815 TERRACE ST,40.0195245778962,-75.211601853468,PILGRIM ORTHODOX CHURCH,M,L
21.0,3.0,7901 HENRY AVE,40.0565562810733,-75.2303726553115,HENRY ON THE PARK/BLDG E,M,L
21.0,4.0,4120 TOWER ST,40.0236461415431,-75.2170487702372,INTERAC OFFICES,M,N
21.0,5.0,SHAWMONT AVE & EVA ST,40.0520444853956,-75.2386019312642,SHAWMONT SCHOOL,A,L
21.0,6.0,128 COTTON ST,40.0259161935898,-75.2217785114446,ST JOSAPHATS CHURCH,B,L
21.0,7.0,175 GREEN LANE,40.028526422004,-75.2242899811907,NORTH LIGHT COMMUNITY CENTER,B,L
21.0,8.0,201 FOUNTAIN ST,40.0334597652823,-75.2295903261688,HILLSIDE RECREATION CENTER,B,L
21.0,9.0,201 FOUNTAIN ST,40.0334597652823,-75.2295903261688,HILLSIDE RECREATION CENTER,B,L
21.0,10.0,403 RECTOR ST,40.0276167725836,-75.2139177097309,JOURNEYS WAY,F,L
21.0,11.0,235 COTTON ST,40.0273708671233,-75.2182065073865,TONYS GLASS WORKS,F,L
21.0,12.0,175 GREEN LA,40.028526422004,-75.2242899811907,NORTH LIGHT COMMUNITY CENTER,B,L
21.0,13.0,4799 SILVERWOOD ST,40.0352547493744,-75.2269155943657,CHURCH OF THE LIVING SAVIOUR,M,L
21.0,14.0,RIGHTER & SALAIGNAC STS,40.021732044543,-75.2075366372626,COOK WISSAHICKON SCHOOL,M,L
21.0,15.0,5301 RIDGE AVE,40.0212634134561,-75.2085185035342,NORTHERN HOME,F,L
21.0,16.0,RIGHTER & SALAIGNAC STS,40.021732044543,-75.2075366372626,COOK WISSAHICKON SCHOOL,M,L
21.0,17.0,403 RECTOR ST,40.0276167725836,-75.2139177097309,JOURNEYS WAY,F,L
21.0,18.0,403 RECTOR ST,40.0276167725836,-75.2139177097309,JOURNEYS WAY,F,L
21.0,19.0,401 MARTIN ST,40.0299773560777,-75.2164766742463,BETHANY LUTHERAN CHURCH,M,N
21.0,20.0,401 MARTIN ST,40.0299773560777,-75.2164766742463,BETHANY LUTHERAN CHURCH,M,N
21.0,21.0,6400 RIDGE AVENUE,40.0367743389539,-75.2223359578354,ROXBOROUGH HIGH SCHOOL,F,L
21.0,22.0,RIDGE & CINNAMINSON ST,40.0402214545124,-75.2243878621229,FIREHOUSE,M,L
21.0,23.0,5450 WISSAHICKON AVE,40.0244633911817,-75.1810215983044,CHARTER COURT APARTMENTS,F,L
21.0,24.0,800 WALNUT LANE,40.0317893177327,-75.1946344038874,WALNUT LANE GOLF PRO SHOP,F,L
21.0,25.0,RIDGE AVE & JAMESTOWN ST,40.0280010185491,-75.2099731164759,ROX MEM HOSPITAL AUDITORIUM,M,L
21.0,26.0,RIDGE AVE & JAMESTOWN ST,40.0280010185491,-75.2099731164759,ROX MEM HOSPITAL AUDITORIUM,M,L
21.0,27.0,401 MARTIN ST,40.0299773560777,-75.2164766742463,BETHANY LUTHERAN CHURCH,M,N
21.0,28.0,6400 RIDGE AVENUE,40.0367743389539,-75.2223359578354,ROXBOROUGH HIGH SCHOOL,F,L
21.0,29.0,6730 RIDGE AVE,40.0407231274619,-75.22544386199,SALVATION ARMY,M,L
21.0,30.0,SHAWMONT AVE & EVA ST,40.0520444853956,-75.2386019312642,SHAWMONT SCHOOL,A,L
21.0,31.0,6400 RIDGE AVENUE,40.0367743389539,-75.2223359578354,ROXBOROUGH HIGH SCHOOL,F,L
21.0,32.0,7100 HENRY AVE,39.9886410790253,-75.1023581518965,SAUL HIGH SCHOOL,F,L
21.0,33.0,600 E CATHEDRAL RD,40.0653301246529,-75.240898245879,CATHEDRAL VILLAGE AUDITORIUM,F,L
21.0,34.0,WISSAHICKON & GRAKYN LA,40.0683621659072,-75.2325333794109,HOUSTON RECREATION CENTER,M,L
21.0,35.0,RIGHTER & SALAIGNAC STS,40.021732044543,-75.2075366372626,COOK WISSAHICKON SCHOOL,M,L
21.0,36.0,RIDGE AVE & JAMESTOWN ST,40.0280010185491,-75.2099731164759,ROX MEM HOSPITAL AUDITORIUM,M,L
21.0,37.0,RIDGE AVE & JAMESTOWN ST,40.0280010185491,-75.2099731164759,ROX MEM HOSPITAL AUDITORIUM,M,L
21.0,38.0,7100 HENRY AVE,39.9886410790253,-75.1023581518965,SAUL HIGH SCHOOL,F,L
21.0,39.0,8201 HENRY AVE,40.0539037840816,-75.2397984403117,SUMMIT PARK APTS-CLUBHOUSE,M,L
21.0,40.0,6730 RIDGE AVE,40.0407231274619,-75.22544386199,SALVATION ARMY,M,L
21.0,41.0,DOMINO LA & RIDGE AVE,40.0449243140399,-75.2311678768292,ROXBOROUGH Y M C A,M,L
21.0,42.0,7722 RIDGE AVENUE,40.0523100442859,-75.2367412418921,FIRE ENGINE CO # 66,M,L
21.0,43.0,705 E CATHEDRAL ROAD,40.0631813730937,-75.2365707913144,ANDORRA BRANCH LIBRARY,R,H
21.0,44.0,WISSAHICKON & GRAKYN LA,40.0683621659072,-75.2325333794109,HOUSTON RECREATION CENTER,M,L
21.0,45.0,600 E CATHEDRAL RD,40.0653301246529,-75.240898245879,CATHEDRAL VILLAGE AUDITORIUM,F,L
22.0,1.0,6757 GREENE ST,40.045845502393,-75.1944230668403,SUMMIT PRESBYTERIAN CHURCH,M,L
22.0,2.0,6757 GREENE ST,40.045845502393,-75.1944230668403,SUMMIT PRESBYTERIAN CHURCH,M,L
22.0,3.0,6400 GREENE ST,40.0409779245674,-75.1880820126151,CLIVEDEN CONVALESCENT CENTER,F,H
